TempCli,renda,tot_emprestimo_liquidado,tot_emprestimo_ativo,carteira,tot_parcela_ativa_em_dia,tot_parcela_ativa_atrasada,tot_parcela_pago_em_dia,atraso_min,atraso_mid,atraso_max,class
52,4903.25,1,0,0.0000000,0,0,45,3,0,0,Bom
95,465.00,1,0,0.0000000,0,0,2,22,0,0,Bom
163,3901.67,10,1,2059.3600000,1,1,40,32,0,2,Bom
26,4416.67,2,2,13273.8100000,11,0,12,4,0,0,Bom
105,7905.00,17,3,13094.6200000,26,0,72,14,0,0,Bom
66,14250.00,2,3,15679.0800000,12,0,6,9,0,0,Bom
91,1583.33,1,0,0.0000000,0,0,32,4,0,0,Bom
166,2705.50,2,0,0.0000000,0,0,4,1,0,0,Bom
172,800.00,10,0,0.0000000,0,0,25,16,0,0,Bom
49,3000.00,1,0,0.0000000,0,0,1,0,1,0,Bom
124,800.00,5,0,0.0000000,0,0,26,46,0,0,Bom
166,800.00,1,0,0.0000000,0,0,0,1,0,0,Bom
166,800.00,1,0,0.0000000,0,0,1,1,0,0,Ruim
76,2200.00,3,0,0.0000000,0,0,57,15,4,2,Bom
182,2621.67,3,0,0.0000000,0,0,84,1,0,0,Bom
94,55845.00,17,6,93146.1900000,39,0,11,10,0,0,Bom
120,12561.67,9,1,34599.8400000,1,0,9,0,0,0,Bom
94,2064.00,3,2,6983.7600000,5,0,10,4,0,0,Bom
138,2958.33,3,1,1016.3300000,1,0,44,1,0,0,Bom
137,5780.00,2,0,0.0000000,0,0,0,0,0,0,Ruim
137,5780.00,0,1,6062.7400000,30,0,4,2,0,0,Bom
111,380.00,2,0,0.0000000,0,0,0,16,0,0,Bom
143,2341.67,10,0,0.0000000,0,0,98,32,0,0,Bom
182,5046.00,19,1,24629.8600000,40,0,66,46,0,0,Bom
182,5046.00,1,0,0.0000000,0,0,1,1,0,0,Ruim
159,800.00,1,0,0.0000000,0,0,0,1,0,0,Bom
150,5900.00,1,1,2251.6100000,1,0,12,0,0,0,Bom
112,15953.33,3,3,26985.9800000,13,0,96,15,0,0,Bom
103,1400.00,4,1,6302.3000000,18,0,78,12,0,0,Bom
91,880.00,1,0,0.0000000,0,0,30,0,0,0,Bom
33,3000.00,1,1,6827.8800000,15,0,32,25,0,0,Bom
95,13483.33,7,1,0.0300000,1,0,75,21,0,0,Bom
166,3858.33,0,1,9000.0000000,6,0,3,1,0,0,Bom
133,4860.00,4,1,5178.6800000,1,0,15,0,0,0,Bom
106,415.00,1,0,0.0000000,0,0,32,16,0,0,Bom
106,1073.33,1,0,0.0000000,0,0,48,0,0,0,Bom
106,1500.00,13,1,3304.2800000,10,0,111,31,0,0,Bom
106,1500.00,1,0,0.0000000,0,0,1,1,0,0,Ruim
132,300.00,1,0,0.0000000,0,0,6,0,0,0,Bom
85,3260.00,1,0,0.0000000,0,0,11,13,0,0,Bom
163,3400.00,1,0,0.0000000,0,0,0,3,2,0,Bom
164,800.00,3,0,0.0000000,0,0,2,1,0,0,Bom
98,3670.00,3,2,11936.9400000,7,0,5,2,0,0,Bom
143,800.00,1,0,0.0000000,0,0,4,1,0,0,Bom
72,1688.00,0,1,3342.3700000,10,0,21,5,0,0,Bom
141,1317.00,1,0,0.0000000,0,0,6,0,0,0,Bom
106,3000.00,2,1,2836.5000000,9,0,13,8,0,0,Bom
166,2083.33,1,0,0.0000000,0,0,52,20,0,0,Bom
82,510.00,1,0,0.0000000,0,0,21,3,0,0,Bom
166,1.00,2,0,0.0000000,0,0,1,0,0,1,Bom
166,2916.67,1,0,0.0000000,0,0,1,0,0,0,Bom
82,9166.67,14,0,0.0000000,0,0,20,10,0,0,Bom
132,2566.66,1,0,0.0000000,0,0,70,2,0,0,Bom
69,2200.00,1,2,20613.6000000,78,0,69,9,0,0,Bom
117,3840.00,16,0,0.0000000,0,0,17,3,0,0,Bom
82,0.01,4,0,0.0000000,0,0,22,15,0,0,Bom
164,2216.67,1,0,0.0000000,0,0,1,0,0,0,Bom
164,833.33,4,0,0.0000000,0,0,94,2,0,0,Bom
105,1000.00,62,0,0.0000000,0,0,516,92,1,0,Bom
25,2506.00,0,1,1003.7800000,2,0,6,2,0,0,Bom
76,1513.33,0,1,1506.9000000,5,0,2,3,0,0,Bom
98,5358.34,4,0,0.0000000,0,0,14,1,0,0,Bom
166,8766.67,19,2,7608.4300000,5,0,207,3,0,0,Bom
129,2575.00,1,2,27891.2700000,3,0,13,1,0,0,Bom
72,1666.67,1,0,0.0000000,0,0,1,2,0,0,Bom
154,333.33,0,1,0.0000000,0,2,0,0,0,0,Bom
154,333.33,2,0,0.0000000,0,0,0,0,0,0,Ruim
22,6723.03,0,2,22655.1800000,76,0,29,15,0,0,Bom
155,8833.33,5,4,30570.3200000,16,0,14,4,0,0,Bom
165,6130.00,5,0,0.0000000,0,0,7,7,0,0,Bom
144,3470.83,1,0,0.0000000,0,0,1,0,0,0,Bom
95,1760.00,0,1,91.4700000,2,0,15,7,0,0,Bom
135,4262.50,6,0,0.0000000,0,0,17,6,0,0,Bom
122,3650.33,16,4,39633.1800000,16,0,25,11,0,0,Bom
36,815.58,0,1,210.5400000,1,0,29,6,0,0,Bom
182,8890.00,20,1,15579.3000000,24,0,51,40,0,0,Bom
122,4300.00,8,1,6035.5000000,1,0,8,11,1,0,Bom
44,1900.00,1,0,0.0000000,0,1,5,20,0,0,Bom
169,880.00,1,0,0.0000000,0,0,62,10,0,0,Bom
168,3573.34,6,0,0.0000000,0,0,6,4,0,0,Bom
135,1250.00,2,0,0.0000000,0,0,28,29,3,0,Bom
163,10680.00,18,1,6022.5900000,6,0,16,23,0,0,Bom
134,1689.23,1,0,0.0000000,0,0,3,3,0,0,Bom
55,3800.00,12,0,0.0000000,0,0,6,10,0,0,Bom
112,6966.67,16,1,572.5400000,2,0,76,45,0,0,Bom
105,37737.50,15,2,26946.1400000,63,0,10,6,0,0,Bom
49,3345.26,2,2,1989.2100000,12,0,78,13,0,0,Bom
38,0.01,1,0,0.0000000,0,0,1,0,0,0,Bom
66,1000.00,1,0,0.0000000,0,0,36,0,0,0,Bom
165,1300.00,5,0,0.0000000,0,0,16,12,0,0,Bom
182,800.00,1,0,0.0000000,0,0,5,3,0,0,Bom
182,5737.00,7,2,5266.0700000,7,0,20,2,0,0,Bom
135,23437.00,0,2,21090.2000000,11,0,6,3,0,0,Bom
54,3175.00,0,1,3755.1600000,6,0,5,1,0,0,Bom
106,7562.79,1,0,0.0000000,0,0,0,0,0,1,Bom
119,22187.50,5,0,0.0000000,0,0,72,15,0,0,Bom
76,7025.00,8,3,13596.8300000,6,0,45,13,0,0,Bom
21,718.00,1,0,0.0000000,0,0,10,10,2,2,Bom
120,5163.33,1,1,3925.5200000,2,0,6,1,0,0,Bom
136,800.00,1,0,0.0000000,0,0,17,55,0,0,Bom
112,4688.00,3,1,27079.0300000,30,4,95,20,2,10,Bom
82,510.00,4,0,0.0000000,0,0,11,18,0,0,Bom
113,380.00,2,0,0.0000000,0,0,0,0,0,2,Bom
89,8800.00,2,3,86705.4500000,3,0,8,1,0,0,Bom
41,6000.00,1,1,13124.2900000,19,0,41,12,0,0,Bom
121,4791.67,1,0,0.0000000,0,0,5,1,0,0,Bom
120,800.00,0,1,8080.7200000,1,0,7,4,0,0,Bom
106,415.00,1,0,0.0000000,0,0,47,1,0,0,Bom
98,1666.67,2,0,0.0000000,0,0,2,0,0,0,Bom
95,1224.00,5,0,0.0000000,0,0,24,16,0,0,Bom
132,800.00,23,0,0.0000000,0,0,11,21,2,2,Bom
4,4113.33,0,1,10936.1500000,20,0,3,1,0,0,Bom
173,800.00,1,0,0.0000000,0,0,2,0,0,0,Bom
113,800.00,1,0,0.0000000,0,0,3,0,0,0,Bom
164,788.00,5,0,0.0000000,0,0,5,0,0,0,Bom
150,625.00,1,0,0.0000000,0,0,26,19,2,3,Ruim
150,625.00,0,1,0.0000000,0,3,0,6,0,2,Ruim
150,625.00,6,1,1256.4000000,5,0,23,29,1,1,Bom
182,1875.00,3,0,0.0000000,0,0,0,0,0,0,Ruim
182,1875.00,6,0,0.0000000,0,0,2,5,0,0,Bom
129,1500.00,6,0,0.0000000,0,0,56,36,0,0,Bom
144,800.00,2,0,0.0000000,0,0,0,0,0,1,Ruim
144,800.00,5,0,0.0000000,0,0,19,4,0,0,Bom
182,7133.33,34,3,8205.5700000,7,0,146,16,0,0,Bom
152,31185.00,13,2,44191.9900000,108,10,70,84,2,0,Bom
139,28083.34,5,2,29952.3000000,8,0,6,2,0,0,Bom
69,937.00,0,1,2566.0600000,5,0,5,0,0,0,Bom
177,4182.50,2,1,160.0000000,1,0,59,5,0,0,Bom
95,910.00,1,0,0.0000000,0,0,0,0,0,0,Ruim
95,910.00,0,1,5722.2700000,6,0,2,2,0,0,Bom
123,3891.66,2,0,0.0000000,0,0,75,7,0,0,Bom
35,2560.00,2,0,0.0000000,0,0,0,2,0,0,Bom
124,2745.83,0,1,3173.1700000,5,0,3,1,0,0,Bom
98,930.00,1,0,0.0000000,0,0,6,1,0,0,Bom
156,8258.33,7,1,5698.1400000,6,0,16,6,0,0,Bom
166,666.67,1,0,0.0000000,0,0,0,1,0,0,Ruim
92,622.00,0,1,0.0000000,0,2,0,0,0,0,Bom
117,380.00,2,0,0.0000000,0,0,48,0,0,0,Bom
121,1700.00,14,4,11430.7400000,24,0,50,22,0,0,Bom
173,800.00,1,0,0.0000000,0,0,5,0,0,0,Bom
83,510.00,1,0,0.0000000,0,0,12,0,0,0,Bom
83,510.00,0,4,0.0000000,0,13,10,0,0,0,Bom
58,8333.33,0,2,5720.5700000,7,0,4,4,0,0,Bom
132,800.00,1,0,0.0000000,0,0,4,2,0,0,Bom
161,14213.33,2,0,0.0000000,0,0,1,2,0,0,Bom
94,833.33,1,0,0.0000000,0,0,1,0,0,0,Bom
163,583.33,1,0,0.0000000,0,0,1,0,0,0,Bom
163,583.33,5,0,0.0000000,0,0,0,0,0,0,Ruim
100,1000.00,2,0,0.0000000,0,0,13,17,0,0,Bom
104,7353.67,3,1,3003.8200000,5,0,16,4,0,0,Bom
68,7200.00,7,4,37633.7700000,14,0,14,6,0,0,Bom
166,800.00,2,0,0.0000000,0,0,2,5,0,0,Bom
151,800.00,1,0,0.0000000,0,0,1,1,0,0,Bom
166,3933.33,5,2,8926.3800000,2,0,61,3,0,0,Bom
135,10000.00,1,0,0.0000000,0,0,6,0,0,0,Bom
75,1950.00,1,0,0.0000000,0,0,44,3,0,0,Bom
127,1900.00,3,1,5494.3200000,35,0,116,5,0,0,Bom
132,833.33,9,0,0.0000000,0,0,52,15,1,0,Bom
133,6830.00,1,0,0.0000000,0,0,4,2,0,0,Bom
95,25216.66,2,1,28346.3200000,1,0,2,0,0,0,Bom
111,2225.00,1,0,0.0000000,0,0,1,0,0,0,Bom
151,904.25,1,0,0.0000000,0,0,1,0,0,0,Bom
95,2233.33,0,1,2812.5500000,6,0,3,1,0,0,Bom
95,465.00,1,0,0.0000000,0,0,17,1,0,0,Bom
93,4625.00,6,2,29156.2400000,34,1,75,24,0,0,Bom
44,3938.34,1,0,0.0000000,0,0,34,2,0,0,Bom
104,3846.83,8,1,8494.6000000,1,0,7,1,0,0,Bom
55,600.00,0,2,6011.8900000,7,0,5,3,0,0,Bom
36,21550.00,1,1,3200.0000000,12,0,0,1,0,0,Bom
92,9800.00,0,0,0.0000000,0,1,0,0,0,0,Ruim
92,9800.00,5,0,0.0000000,0,0,15,61,10,1,Bom
106,20833.33,0,1,0.0000000,0,3,1,2,0,0,Bom
106,20833.33,0,1,0.0000000,0,14,4,39,1,2,Ruim
106,20833.33,1,0,0.0000000,0,0,0,1,0,0,Bom
128,9633.33,12,4,21011.5100000,8,0,46,7,0,0,Bom
69,6860.00,4,1,30779.7900000,5,0,2,7,0,0,Bom
182,4336.33,16,1,11876.8300000,3,0,91,56,0,0,Bom
155,7958.33,1,0,0.0000000,0,0,7,0,0,0,Bom
134,0.01,7,1,1269.1800000,0,2,67,23,1,1,Bom
138,949.00,8,0,0.0000000,0,0,96,7,0,0,Bom
162,800.00,5,0,0.0000000,0,0,2,6,0,0,Bom
172,4258.33,6,0,0.0000000,0,0,78,6,0,0,Bom
182,800.00,4,0,0.0000000,0,0,7,2,0,0,Bom
55,3541.67,2,2,6226.3300000,7,0,29,4,0,0,Bom
100,12000.00,1,1,18135.1700000,3,0,10,2,0,0,Bom
168,1875.00,9,0,0.0000000,0,0,64,3,0,0,Bom
78,2500.00,2,1,2486.4100000,6,0,79,11,0,0,Bom
23,6583.85,1,2,8331.9600000,10,0,40,3,0,0,Bom
26,4143.60,0,1,136.7800000,2,0,13,9,0,0,Bom
117,800.00,1,0,0.0000000,0,0,0,1,0,0,Bom
55,3362.50,4,1,5795.0000000,1,0,31,8,0,0,Bom
132,4133.34,6,1,18136.8100000,1,0,11,0,0,0,Bom
38,2138.75,1,0,0.0000000,0,0,25,11,0,0,Bom
64,1488.42,0,1,5856.3600000,6,0,3,1,0,0,Bom
173,800.00,8,0,0.0000000,0,0,18,12,0,0,Bom
117,3600.00,2,0,0.0000000,0,0,2,0,0,0,Bom
97,950.00,1,0,0.0000000,0,0,66,6,0,0,Bom
127,350.00,5,0,0.0000000,0,0,7,7,0,0,Bom
120,3501.67,19,3,1456.6200000,3,0,72,13,0,0,Bom
129,9377.50,13,1,625.1900000,1,0,68,23,0,0,Bom
132,800.00,1,0,0.0000000,0,0,6,0,0,0,Bom
133,20039.59,1,0,0.0000000,0,0,44,4,0,0,Bom
94,2166.67,2,0,0.0000000,0,0,35,1,0,0,Bom
170,800.00,1,0,0.0000000,0,0,1,1,0,0,Bom
132,800.00,1,0,0.0000000,0,0,4,2,0,0,Bom
144,3033.33,0,1,3568.9400000,4,0,5,0,0,0,Bom
133,880.00,1,0,0.0000000,0,0,5,1,0,0,Bom
169,1503.33,1,0,0.0000000,0,0,0,6,0,0,Bom
132,20750.00,5,0,0.0000000,0,0,10,9,0,0,Bom
145,800.00,1,0,0.0000000,0,0,67,5,0,0,Bom
75,9873.34,2,2,18348.9500000,39,0,77,52,0,0,Bom
113,380.00,3,0,0.0000000,0,0,16,0,0,0,Bom
100,415.00,1,0,0.0000000,0,0,7,17,0,0,Bom
156,6187.66,1,0,0.0000000,0,0,6,0,0,0,Bom
93,5949.67,1,0,0.0000000,0,0,2,2,0,0,Ruim
93,5949.67,7,2,7690.0800000,6,0,16,10,1,0,Bom
13,1605.73,0,1,14063.6600000,36,0,10,2,0,0,Bom
112,480.00,1,0,0.0000000,0,0,63,9,0,0,Bom
83,4500.00,3,2,5601.4800000,1,0,3,2,0,0,Bom
166,625.00,1,0,0.0000000,0,0,1,0,0,0,Bom
29,880.00,0,2,4044.9700000,28,0,7,37,0,0,Bom
120,800.00,5,0,0.0000000,0,0,32,22,0,0,Bom
66,3541.67,3,1,5566.5500000,7,0,5,1,0,0,Bom
58,14550.00,6,1,5906.7700000,6,0,7,3,0,0,Bom
173,1433.33,2,0,0.0000000,0,0,6,0,0,0,Bom
96,3570.00,2,0,0.0000000,0,0,2,0,0,0,Bom
93,8000.00,2,1,32437.6400000,94,4,5,44,0,0,Bom
162,1533.33,13,0,0.0000000,0,0,54,50,2,1,Bom
130,800.00,1,0,0.0000000,0,0,51,21,0,0,Bom
135,4276.00,3,2,9623.7800000,14,0,21,2,0,0,Bom
52,1.00,1,0,0.0000000,0,0,24,0,0,0,Bom
101,1422.01,1,0,0.0000000,0,0,4,2,0,0,Bom
144,800.00,1,0,0.0000000,0,0,0,1,0,0,Bom
115,5541.67,5,1,5844.3200000,6,0,114,6,0,0,Bom
117,380.00,4,0,0.0000000,0,0,20,13,0,0,Bom
136,3675.00,1,0,0.0000000,0,0,35,37,0,0,Bom
156,8451.67,0,1,4217.8500000,1,0,0,0,0,0,Bom
84,510.00,1,0,0.0000000,0,0,14,4,0,0,Bom
94,8999.00,0,2,7966.9800000,6,0,10,2,0,0,Bom
175,800.00,7,0,0.0000000,0,0,2,5,0,0,Bom
128,22075.00,30,3,16919.0000000,12,0,66,24,0,0,Bom
166,1625.00,1,0,0.0000000,0,0,0,1,0,0,Bom
11,4000.00,2,1,2909.7900000,0,2,0,3,1,2,Bom
132,17750.00,15,0,0.0000000,0,0,5,32,0,0,Bom
126,9600.00,0,1,8728.6100000,1,0,0,0,0,0,Bom
138,16941.68,4,1,7839.7200000,2,0,74,8,0,0,Bom
158,2500.00,17,2,12541.4700000,6,0,36,10,0,0,Bom
51,2500.00,3,1,200.7400000,1,0,47,55,0,0,Bom
55,2500.00,2,1,124.5300000,0,2,16,52,4,2,Bom
182,800.00,8,0,0.0000000,0,0,8,15,1,0,Bom
46,3425.00,1,0,0.0000000,0,0,1,0,0,0,Bom
96,465.00,1,0,0.0000000,0,0,5,5,0,0,Ruim
55,880.00,0,2,6226.3300000,7,0,3,5,0,0,Bom
79,3610.00,11,1,5689.3800000,5,0,221,27,0,0,Bom
110,1200.00,1,0,0.0000000,0,0,1,1,0,0,Bom
101,415.00,0,1,0.0000000,0,2,0,0,0,0,Bom
155,9186.67,18,0,0.0000000,0,0,40,77,2,1,Bom
154,30000.00,1,0,0.0000000,0,0,1,0,0,0,Bom
155,800.00,2,0,0.0000000,0,0,5,1,0,2,Ruim
155,800.00,17,0,0.0000000,0,0,17,10,1,1,Bom
171,800.00,1,0,0.0000000,0,0,4,1,0,1,Ruim
133,800.00,3,0,0.0000000,0,0,1,3,0,0,Bom
133,800.00,6,0,0.0000000,0,0,10,5,1,2,Ruim
101,937.00,4,0,0.0000000,0,0,39,27,0,0,Bom
156,8500.00,1,2,30586.1100000,11,0,8,2,0,0,Bom
182,800.00,2,0,0.0000000,0,0,2,1,0,0,Ruim
182,800.00,15,0,0.0000000,0,0,16,6,0,0,Bom
172,800.00,1,0,0.0000000,0,0,64,8,0,0,Bom
144,880.00,6,0,0.0000000,0,0,40,8,0,0,Bom
126,800.00,2,0,0.0000000,0,0,8,3,0,0,Bom
110,5183.33,1,2,14075.3100000,14,0,27,3,0,0,Bom
22,1606.40,0,2,63583.8200000,77,0,31,0,0,0,Bom
182,1927.42,10,0,0.0000000,0,0,22,14,0,0,Bom
155,17333.33,0,1,0.0000000,0,1,0,0,0,0,Ruim
155,17333.33,11,5,155734.7100000,87,0,76,7,0,0,Bom
35,1520.00,4,0,0.0000000,0,0,139,17,0,0,Bom
106,800.00,1,0,0.0000000,0,0,31,5,0,0,Bom
117,12276.52,1,1,21213.3800000,1,0,1,0,0,0,Bom
164,19515.01,11,7,63053.7700000,66,0,63,15,0,0,Bom
78,833.33,1,0,0.0000000,0,0,46,0,0,0,Bom
119,9342.00,1,1,15042.3900000,1,0,1,0,0,0,Bom
26,3600.00,0,1,4725.3800000,10,1,9,17,0,0,Bom
144,7783.33,4,0,0.0000000,0,0,2,3,0,0,Bom
18,1781.67,0,1,4265.2300000,1,0,0,0,0,0,Bom
83,3670.00,2,0,0.0000000,0,0,3,2,0,0,Bom
83,3670.00,1,0,0.0000000,0,0,3,12,1,1,Ruim
101,415.00,1,0,0.0000000,0,0,1,3,1,0,Ruim
76,3600.00,1,3,7839.2900000,23,0,23,3,0,0,Bom
99,1462.69,7,2,6359.4000000,13,0,103,50,0,0,Bom
55,5507.76,1,0,0.0000000,0,0,1,0,0,0,Bom
78,2000.00,2,1,9152.3900000,19,0,47,66,0,0,Bom
120,800.00,1,0,0.0000000,0,0,4,14,0,0,Bom
98,2000.00,5,1,10337.0700000,20,0,18,48,1,0,Bom
166,800.00,2,0,0.0000000,0,0,2,0,0,0,Bom
133,4870.00,4,0,0.0000000,0,0,9,0,0,0,Bom
173,12641.67,18,2,37341.9400000,3,0,38,68,0,0,Bom
133,4870.00,6,0,0.0000000,0,0,11,0,0,0,Bom
182,6500.00,8,0,0.0000000,0,0,27,4,0,0,Bom
113,11258.33,7,3,11950.9200000,4,0,82,17,0,0,Bom
10,3317.50,0,1,12676.8300000,1,0,0,0,0,0,Bom
118,1011.67,6,1,4200.0000000,1,0,12,1,0,0,Bom
72,2314.45,1,0,0.0000000,0,0,20,4,0,0,Bom
166,1833.33,1,0,0.0000000,0,0,0,0,0,0,Ruim
166,1833.33,6,0,0.0000000,0,0,5,3,0,0,Bom
159,5083.33,2,0,0.0000000,0,0,76,3,0,0,Bom
88,2200.00,3,1,8431.5000000,28,0,52,2,0,0,Bom
33,9215.84,4,0,0.0000000,0,0,3,1,0,0,Bom
81,100.00,1,0,0.0000000,0,0,0,0,0,0,Ruim
136,1583.13,1,0,0.0000000,0,0,4,1,0,1,Bom
166,1524.00,1,0,0.0000000,0,0,68,4,0,0,Bom
26,1240.37,1,0,0.0000000,0,0,8,4,0,0,Bom
14,16791.67,2,1,23832.6700000,2,0,1,12,0,0,Bom
69,1170.00,2,0,0.0000000,0,0,82,2,0,0,Bom
96,1043.00,2,2,6122.9400000,8,1,5,6,1,0,Bom
128,13208.34,18,4,54556.1500000,9,0,20,6,0,0,Bom
112,2583.34,6,0,0.0000000,0,0,39,72,0,0,Bom
133,8865.83,0,1,0.0000000,0,1,0,0,0,0,Ruim
133,8865.83,6,3,17092.3700000,2,0,90,14,0,0,Bom
171,1000.00,1,0,0.0000000,0,0,0,1,0,0,Ruim
171,1000.00,12,2,6555.6600000,12,0,90,58,1,14,Bom
63,1760.00,1,0,0.0000000,0,0,19,1,0,0,Bom
113,7966.66,24,3,19023.1500000,6,0,21,18,0,0,Bom
170,800.00,8,0,0.0000000,0,0,5,10,0,0,Bom
164,750.00,1,0,0.0000000,0,0,6,0,0,0,Bom
115,4200.00,3,1,10431.3600000,42,0,58,8,0,0,Bom
88,1500.00,1,0,0.0000000,0,0,23,1,0,0,Bom
78,1300.00,1,0,0.0000000,0,0,12,0,0,0,Bom
132,3456.67,1,0,0.0000000,0,0,69,3,0,0,Bom
164,5975.00,20,1,45642.8600000,45,1,56,20,0,0,Bom
104,415.00,1,0,0.0000000,0,0,0,1,0,0,Bom
55,2670.00,1,1,19248.6500000,6,0,3,2,0,0,Bom
107,850.00,1,0,0.0000000,0,0,0,0,0,0,Ruim
69,3416.67,1,0,3485.8500000,1,0,1,0,0,0,Bom
172,1500.00,13,0,0.0000000,0,0,55,12,0,0,Bom
110,380.00,33,0,0.0000000,0,0,57,68,0,0,Bom
98,666.67,3,0,0.0000000,0,0,61,43,3,1,Bom
66,1958.33,1,0,0.0000000,0,0,12,23,1,0,Bom
168,9008.33,4,0,0.0000000,0,0,9,1,0,0,Bom
94,1800.00,4,0,0.0000000,0,0,4,0,0,0,Bom
88,1350.00,2,0,0.0000000,0,0,53,13,0,0,Bom
146,9000.00,13,0,0.0000000,0,0,35,5,0,0,Bom
48,4450.00,2,1,18031.9500000,1,0,2,0,0,0,Bom
12,2113.80,0,1,4836.8900000,25,0,6,5,0,0,Bom
111,380.00,2,0,0.0000000,0,0,4,71,0,0,Bom
105,24000.00,1,1,1888.6600000,1,0,4,5,0,0,Bom
55,733.33,0,1,5902.1400000,6,0,3,1,0,0,Bom
138,3390.00,1,0,0.0000000,0,0,0,1,0,0,Bom
123,2706.67,0,1,4879.2300000,27,1,13,8,0,0,Bom
156,11025.00,6,1,20944.3100000,7,0,17,3,0,0,Bom
148,800.00,1,0,0.0000000,0,0,5,1,0,0,Bom
66,1116.92,0,1,0.0000000,0,6,1,8,0,2,Ruim
76,1408.33,1,0,0.0000000,0,0,6,30,0,0,Bom
139,800.00,1,0,0.0000000,0,0,0,1,0,0,Bom
79,4500.00,5,2,15812.0700000,48,0,164,10,0,0,Bom
124,29000.00,0,2,13838.7900000,9,0,5,1,0,0,Bom
99,1300.00,6,2,5433.6100000,28,0,112,27,0,0,Bom
120,2083.33,8,0,0.0000000,0,0,5,7,0,0,Bom
82,354.17,2,0,0.0000000,0,0,13,27,1,0,Bom
133,5000.00,1,0,0.0000000,0,0,5,1,0,0,Bom
173,498.33,8,0,0.0000000,0,0,35,12,0,0,Bom
72,2800.00,1,0,0.0000000,0,0,8,16,0,0,Bom
110,2979.17,19,1,14280.6900000,27,0,83,71,5,1,Bom
112,2425.00,8,0,0.0000000,0,0,29,13,0,0,Bom
112,480.00,2,0,0.0000000,0,0,94,14,0,0,Bom
94,4000.00,4,3,30599.4000000,66,0,153,16,0,0,Bom
126,800.00,3,0,0.0000000,0,0,13,30,0,0,Bom
112,816.67,7,0,0.0000000,0,0,83,84,7,8,Bom
94,17966.67,7,1,15493.4700000,9,0,86,18,0,0,Bom
169,800.00,1,0,0.0000000,0,0,0,2,0,0,Bom
76,2000.00,1,0,0.0000000,0,0,5,10,0,0,Bom
110,7108.33,5,4,58202.2700000,54,0,24,11,0,0,Bom
76,3262.46,2,1,1302.8200000,14,0,35,59,0,0,Bom
166,800.00,0,2,0.0000000,0,9,5,3,0,1,Bom
166,800.00,6,0,0.0000000,0,0,41,1,0,0,Bom
119,667.50,1,0,0.0000000,0,0,46,26,0,0,Bom
121,1653.00,6,1,1100.0100000,5,0,67,12,0,0,Bom
164,800.00,2,0,0.0000000,0,0,2,4,0,0,Bom
128,2916.67,4,0,0.0000000,0,0,5,4,0,0,Bom
40,900.00,1,0,0.0000000,0,0,12,0,0,0,Bom
98,4950.00,34,1,3327.4900000,6,0,94,104,3,1,Bom
168,1000.00,2,0,0.0000000,0,0,5,1,0,0,Bom
144,2100.00,2,1,5683.8500000,6,0,77,23,0,0,Bom
144,2500.00,3,0,0.0000000,0,0,21,5,0,0,Bom
168,4500.00,0,0,0.0000000,0,1,0,0,0,0,Ruim
168,4500.00,19,2,15060.2300000,32,0,97,66,0,0,Bom
152,1000.00,1,0,0.0000000,0,0,4,7,0,0,Ruim
152,1000.00,1,0,0.0000000,0,0,1,0,0,0,Bom
128,800.00,1,0,0.0000000,0,0,0,1,0,0,Bom
113,10199.99,7,3,27148.4900000,2,0,85,5,0,0,Bom
85,1800.00,0,1,3633.1300000,19,0,2,3,0,0,Bom
61,1775.00,1,1,0.0000000,0,0,45,4,0,0,Bom
69,308224.00,11,5,43916.2100000,56,0,12,75,0,0,Bom
47,271122.00,3,0,0.0000000,0,0,5,20,0,0,Bom
172,12000.00,3,0,0.0000000,0,0,3,0,0,0,Bom
133,41250.00,3,0,0.0000000,0,0,55,2,0,0,Bom
165,303136.49,13,2,11828.1100000,4,0,42,22,0,0,Bom
113,268780.66,2,0,0.0000000,0,0,42,12,0,0,Bom
44,300000.00,6,0,0.0000000,0,1,0,26,2,0,Bom
9,208373.00,0,1,42416.2100000,40,1,4,4,0,0,Bom
106,0.01,9,0,0.0000000,0,0,20,3,0,0,Bom
106,0.01,1,0,0.0000000,0,0,0,0,0,0,Ruim
132,100000.00,17,0,0.0000000,0,0,23,10,0,0,Bom
98,0.01,1,0,0.0000000,0,0,1,0,0,0,Bom
44,65000.00,0,1,21042.0900000,16,0,16,16,0,0,Bom
154,180497.28,3,0,0.0000000,0,0,2,1,0,0,Bom
154,180497.28,0,1,0.0000000,0,1,0,0,0,0,Ruim
35,214041.56,0,1,0.0000000,0,1,0,0,0,0,Ruim
35,214041.56,2,0,0.0000000,0,0,0,2,0,0,Bom
39,175703.00,0,1,799.8900000,4,0,9,5,0,0,Bom
132,9600.00,9,0,0.0000000,0,0,19,21,0,0,Bom
25,1520619.46,7,1,32404.2000000,23,0,0,99,0,0,Bom
110,164843.28,9,1,247.5700000,1,0,36,34,0,0,Bom
71,150000.00,3,0,0.0000000,0,0,79,9,0,0,Bom
91,200000.00,16,0,0.0000000,0,0,32,41,2,0,Bom
99,0.01,2,0,0.0000000,0,0,0,2,0,0,Bom
88,302173.20,2,0,0.0000000,0,0,2,0,0,0,Bom
93,10000.00,4,0,0.0000000,0,0,37,47,0,0,Bom
93,0.01,1,0,0.0000000,0,0,1,0,0,0,Bom
93,0.01,0,2,0.0000000,0,4,0,0,0,0,Bom
